name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus
Snowball,,Hybrid,23%,Limonene,"Ethos Genetics bred Snowball by crossing The White with Chem 4 OG to produce large buds with a dense structure and massive resin production. Flowers will sometimes be an eye-catching purple among white trichomes. They hold a gassy, creamy, and earthy terpene profile that will entice any OG lover.",72%,44%,61%,0%,27%,11%,5%,5%,0%,0%,16%,22%,11%,16%,0%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,11%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Silver Bubble,,Hybrid,16%,Myrcene,"Silver Bubble is a supreme hybrid; a compelling mix of Haze, Northern Lights, and Skunk bred by DNA Genetics. It is a strain with a heavy Haze influence and has become a mainstay at the Amsterdam coffee shops, specifically Grey Area. Silver Bubble is a timeless Dutch strain that provides well-rounded effects and an aroma spiced with sandalwood. ",74%,74%,55%,60%,0%,30%,16%,0%,6%,4%,18%,0%,20%,16%,18%,0%,0%,6%,0%,0%,41%,0%,0%,0%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Gas Mask,,Indica,16%,Limonene,"Gas Mask by Pacific NW Roots is a funky strain with an aroma so pungent, you might need a gas mask. Created by backcrossing a Cherry Pie and Alien Kush F2 hybrid, Gas Mask reeks of fuel with a distant note of overripe citrus. This strain was created through a collaboration with Exotic Genetix, a Pacific Northwest mainstay. Gasmask has an 8 to 9 week flowering period and a medium-sized yield for attentive growers. This pungent phenotype is known for its strong, long-lasting high, so mind your dosage. Anticipate a heavy, mind-numbing cerebral sensation that evaporates stress as it sinks into the limbs.  ",70%,35%,50%,0%,55%,15%,10%,15%,5%,0%,0%,30%,20%,35%,25%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Jesus OG,,Indica,20%,Myrcene,"Jesus OG was bred by Subcool's The Dank as the not-so-immaculate conception of Hell's OG and Jack the Ripper (talk about an “unholy” parentage). Jesus OG proves to be a godsend for growers and produces tall plants and heavy yields. Consumers enjoy the lemony kush aroma of this indica-dominant cross, along with heavy effects that relax the body while leaving the mind functional and clear.",44%,53%,49%,46%,0%,22%,12%,3%,4%,6%,28%,20%,26%,23%,0%,0%,0%,0%,13%,0%,0%,0%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Blueberry OG,,Hybrid,15%,Myrcene,"Blueberry OG is a DJ Short Blueberry phenotype with exceptional CBD yielding qualities combined with the indica-dominant legend, OG Kush. This potent, award-winning union doesn’t pack much in the way of psychoactivity, but its anti-anxiety and anti-inflammatory effects make up for any lack of headiness. With flavors of sweet camphor and sandalwood, this strain elevates the consumer's mood and promotes an overall sense of well being.    ",73%,63%,30%,38%,0%,28%,10%,8%,0%,6%,18%,16%,0%,22%,12%,40%,0%,2%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Golden Lemon,,Hybrid,22%,Terpinolene,"Golden Lemon by DNA Genetics is citrusy strain with a potent punch. This 60/40 indica-dominant hybrid is a cross between Kosher Kush and Lemon Skunk, and emits a distinctly pungent herbal, citrus aroma that speaks to its parentage. The effects immediately hit the consumer between the eyes, leaving bright, sizzling euphoria in the mind. Golden Lemon melts over the body and shows its sedating side with heavy consumption.",71%,55%,54%,40%,0%,24%,12%,3%,0%,6%,21%,15%,21%,25%,14%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Pop Rox,,Hybrid,15%,Terpinolene,"Pop Rox is an indica-dominant hybrid strain from a private seed collection in Las Vegas. True to its name, Pop Rox carries a sweet, candy-like aroma that translates to a fruity flavor on the inhale. Relaxing, euphoric effects give rise to creative clarity while stress and bad moods melt away.",25%,37%,50%,50%,0%,0%,25%,0%,0%,0%,0%,0%,12%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,25%,0%,0%,0%,0%,25%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
The Black,,Indica,16%,Myrcene,"The Black is a strong 90% indica bred by BC Bud Depot. This strain dates back to the late 1980's, originating in California and on Vancouver Island in Canada. As characteristic of many indicas, this strain is optimally used for pain relief and as a sleeping aid. The Black was named after its unique growering characteristics: frosty leaves turn from a dark purple to black during flowering, reaching maturity between 8 to 10 weeks.",83%,35%,42%,0%,67%,32%,12%,1%,3%,5%,33%,44%,0%,23%,46%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Pancakes,,Hybrid,22%,Terpinolene,"Pancakes is a hybrid marijuana strain bred by Cookies and Seed Junkie Genetics. Pancakes is named after its delicious flavor and aroma which happens to smell just like a warm plate of pancakes. When smoking this strain, you'll experience a flavor profile that combines the taste of buttered, sweet berries and the batter-like smell of pancakes. The high you get from smoking Pancakes can be described as a relaxing head high. The buds from this strain are short and bulky, with shades of golden brown that are brightened by frosty trichomes. Medical marijuana patients choose Pancakes to help fight symptoms related to chronic stress and anxiety.",33%,33%,0%,33%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Strawberry Fields,,Indica,18%,Myrcene,"Strawberry Fields by Sagarmatha Seeds is an indica-dominant hybrid strain that takes the flavorful Strawberry Cough and crosses it with an undisclosed indica parent. This strain is destined for consumers who love that strawberry aroma, but would prefer something more tranquilizing than Strawberry Cough. Its heavier effects also make Strawberry Fields a better choice for patients treating pain, insomnia, and appetite loss.",65%,47%,37%,29%,24%,14%,6%,0%,1%,0%,28%,21%,18%,22%,16%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Chem Cookies,,Hybrid,21%,Caryophyllene,"Chem Cookies is an indica-dominant marijuana strain made by crossing Chemdog #4 and GSC. Chem Cookies is cereberal and provides a euphoric high that will send your entire body into relaxation mode. Because this strain can make you feel extremely stoned, Chem cookies is ideal for experienced consumers with a high tolernace for THC. Chem Cookies has rich fuel flavors with notes of coffee and sweet plums. Growers say Chem Cookies produces beautiful and tightly packed buds with lime green and purple accents.",84%,38%,38%,38%,0%,7%,7%,0%,0%,0%,38%,46%,30%,38%,0%,0%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,30%,0%,0%,0%,0%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Blueberry Haze,,Hybrid,17%,Pinene,"A hybrid cross of Blueberry and Haze, this strain provides a sweet flavor and pleasant, euphoric high.  Pace yourself with this one—overdoing it can send you to dreamland. ",36%,54%,58%,44%,0%,33%,17%,7%,10%,5%,28%,20%,19%,26%,15%,0%,0%,0%,0%,0%,26%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Phantom OG,,Indica,18%,Caryophyllene,"Phantom OG is an indica-dominant strain that begins with heightened energy and ends with a crash of full-body relaxation. Beyond its OG Kush genes, Phantom OG’s lineage is largely unknown, although many claim it’s related to the “Planetary Kush” series which includes Earth OG, Jupiter OG, Mars OG, and others. Its aroma is a rich combination of pine and lemon accented by a subtle menthol flavor. The initial euphoric jolt launches you into a happy, dreamy state of mind with fits of giggles and fixated concentration. Over time, you may notice some mental jamming, absent-mindedness, and impending sleepiness. Phantom OG is a great choice for patients treating insomnia, and others have reported its success in pain, appetite loss, and arthritis.",73%,60%,51%,38%,46%,29%,15%,6%,6%,0%,23%,24%,14%,19%,21%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Snow White,,Hybrid,17%,Myrcene,"Bred by Nirvana Seeds, Snow White is a 65/35 indica/sativa hybrid. Early and abundant resin production is attributed to her White Widow mother.  Flowering finishes in a standard 60 to 70 days from start and provides a nice balanced and steady high.",61%,61%,52%,39%,0%,38%,20%,12%,0%,3%,37%,39%,25%,28%,0%,39%,0%,5%,0%,0%,0%,0%,0%,0%,0%,19%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
God's Green Crack,,Hybrid,16%,Caryophyllene,"God’s Green Crack is a balanced hybrid strain bred by Jordan of the Islands, who wanted to lighten up the heavy effects of God Bud with a high-flying Green Crack sativa. The indica and sativa parents work together to deliver a duality of head and body effects that lift the mood while relaxing muscles. Its buds take on a deep purple coloration toward the end of its maturation, especially when raised in lower temperatures. ",55%,57%,56%,47%,0%,25%,12%,0%,7%,10%,34%,29%,32%,25%,0%,0%,0%,6%,0%,0%,43%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Citrus Sap,,Hybrid,19%,Myrcene,"From Crockett Family Farms and DNA Genetics, Citrus Sap is a hybrid cross between Gorilla Glue #4 and Tangie. Growers can expect high yields, heavy resin production, and a sweet mandarin orange aroma, as well as a high calyx-to-leaf ratio. Its flowering time averages between 65 to 70 days.",51%,56%,44%,47%,0%,17%,5%,1%,3%,4%,21%,19%,22%,20%,0%,0%,0%,0%,16%,0%,0%,0%,32%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Tutti Frutti,,Hybrid,,,"As the name suggests, Tutti Frutti provides a blast of fruit flavor that sativa lovers will flock to. Flash Seeds has taken genetic traits from Blue Haze, Green Haze, Thai, and others, then mixed in a fast-finishing ruderalis to create an automatic flowering strain that provides potent euphoric effects. The effects are known to come on slow, so be patient with these uplifting buds.",43%,63%,53%,55%,0%,40%,15%,7%,0%,7%,26%,12%,20%,24%,0%,0%,0%,4%,0%,0%,43%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Chocolate Thai,,Sativa,15%,Myrcene,"A legendary landrace strain from Thailand, Chocolate Thai first made an appearance in the U.S. sometime in the 1960s as “Thai sticks,” spindly flowers tied to a bamboo stick that were renowned for their potent high. Old school heads remember these buds as slender and airy, medium-to-dark brown in color, and possessing a unique chocolate-coffee aroma. Due to the fact that it was a long-flowering, low-yielding sativa strain that always produced male flowers and seeds and was incredibly difficult to clone and grow, it is most likely that Chocolate Thai no longer exists in its original form. There are several seed lines sold under the name, but these have either been crossbred to provide some stabilizing traits or are of unknown provenance.     ",45%,55%,42%,49%,0%,24%,16%,1%,3%,1%,37%,17%,25%,22%,0%,0%,0%,0%,0%,0%,0%,13%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
King Kong,,Hybrid,17%,Caryophyllene,"King Kong, mothered by Ed Rosenthal Super Bud, is an indica-dominant hybrid with head-to-toe effects as strong as the giant ape himself. These dense conic buds come frosted in crystals and ribboned in hairs despite its short flowering time of only 7 to 8 weeks. King Kong is known to have a pungent sour, skunky smell with long-lasting effects that target pain, nausea, anxiety, and the appetite. King Kong may offer uplifting and focused effects to be enjoyed any time of the day.",68%,47%,41%,36%,0%,27%,13%,9%,6%,0%,32%,35%,20%,25%,16%,0%,0%,8%,0%,0%,0%,0%,31%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Forum Cut Cookies,,Hybrid,22%,Caryophyllene,"From Ethos Genetics, Forum Cut Cookies celebrates the classic qualities of GSC genetics. Dense purple buds and covered in trichomes, while its flavor profile includes notes of earth, sandalwood, and fuel. This cut of cookies is potent with the same spacey cerebral and physical high that put the parent strain into the spotlight years ago.",0%,73%,69%,52%,0%,13%,17%,4%,0%,0%,8%,0%,8%,21%,0%,0%,0%,4%,13%,43%,52%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Herijuana,,Indica,20%,Myrcene,"Originally bred by Woodhorse Seeds, Herijuana is a combination of the highly regarded Humboldt County Afghan indica called Petrolia Headstash and an outdoor hybrid from Kentucky known only as the “Killer New Haven” strain. This combo was worked by breeders for 15 generations to create an inbred line (IBL), meaning that most of the seeds will grow into plants that are nearly identical. Herijuana produces large dense flowers on an open, stretchy plant, with aromas and flavors ranging from spicy earth and sandalwood to hashy fruit. The high provides a heavy, almost numbing feeling. ",62%,39%,39%,0%,58%,33%,19%,6%,6%,0%,41%,48%,20%,34%,43%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,29%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Triple OG,,Hybrid,19%,Caryophyllene,"Not to be confused with III OG by Humboldt Seed Organization, Triple OG comes from an unknown cross and is celebrated for its gassy profile, quality bud structure, and phenomenal yields. Consumers can expect additional floral and citrus notes backed by a body buzz that will drop you into a state of stoned bliss. ",75%,0%,0%,25%,50%,0%,0%,0%,0%,0%,0%,25%,0%,50%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
707,,Hybrid,16%,Myrcene,"This strain emerged from the Humboldt County, California and that area’s telephone area code is the source of its numerical moniker. It’s a cross between Sour Diesel, OG Kush and Master Kush. 707 Headband plants flower in 9 to 11 weeks and usually have large yields. This strain is known to have high THC levels and can be strong, but it’s balanced enough to leave most consumers feeling calm and creative rather than sleepy. Because of this, it’s often used to treat tension and anxiety.",37%,46%,45%,42%,0%,32%,17%,7%,8%,0%,43%,34%,29%,32%,0%,0%,0%,7%,0%,41%,0%,0%,0%,0%,0%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Purple Monkey Balls,,Indica,17%,Pinene,"The genetic heritage of Purple Monkey Balls is somewhat murky. What we do know is that it is an indica-dominant mix of a Northern Californian purple strain -- some claim Mendo Purps, others Granddaddy Purple -- and an indica from Afghanistan, believed to be Deep Chunk. The bulbous purple buds produces a fruity grape aroma that gives way to sweet flavors of pine and berry. The sedating indica effects produce deep relaxation great for chronic pain, but best saved for the end of the day if you need to remain productive.",70%,51%,45%,33%,32%,29%,8%,0%,20%,18%,32%,27%,18%,0%,21%,0%,0%,1%,0%,0%,0%,0%,0%,0%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Pop Tarts,,Hybrid,,,Pop Tarts is a hybrid marijuana strain made by crossing Lemon Cake with SOGA. This strain is a 3:1 THC to CBD strain. Pop Tarts features flavors like lemon frosting and floral cherry. Medical marijuana patients choose this strain for relieving symptoms associated with chronic pain.,33%,0%,0%,33%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,33%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Apples and Bananas,,Hybrid,23%,Caryophyllene,"Apples and Bananas is a hybrid marijuana strain from Compound Genetics. We’re still learning about the flavors and effects of Apples and Bananas. If you’ve smoked this strain before, tell us about it by leaving a review.",37%,62%,50%,0%,0%,0%,0%,0%,0%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,62%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,37%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Mag Landrace,,Indica,,,"Mag Landrace by Ataraxia is an Iranian landrace propagated in the great state of Illinois. This heavy bud grow dense flower speckled with vivid hues of purple and orange. The strain’s aroma is a mixture of earthy spice and diesel while the effects lay into the body, helping mitigate pain, stress, and restlessness. ",64%,40%,43%,0%,43%,13%,7%,1%,0%,0%,34%,34%,21%,24%,25%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Space Monkey,,Hybrid,22%,Pinene,"Space Monkey is an indica-dominant hybrid marijuana strain made by crossing Gorilla Glue and Wookie #15. The aroma is pungent, funky, sour, and dank with a little sweet lavender for good measure. You'll find a few bright orange-red hairs, and decent trichome coverage on Space Monkey's small to medium, mostly round, dusty to dark green nugs. Space Monkey enthusiasts love its relaxing body high, low-key head high, and say it's great for daytime use, aches and pains, stress, PTSD, neausea, and low tolerance smokers. Those who have smoked Space Monkey also report a smooth hit with notes of sweetness, pine, citrus and lavender.",40%,40%,40%,40%,0%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,0%,0%,0%,0%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Lime Sorbet,,Indica,,,"Lime Sorbet by Cresco Labs is the descendent of the storied Katsu cultivar of Bubba Kush and Lime Skunk. Blending these distinct strains produced a remarkable phenotype that is exceptional in flavor and versatile in effect. This indica has a  pungent earthy aroma intermixed with the tart, fresh flavor of lime that lingers on the exhale. Lime Sorbet’s Kush parentage lends this strain pleasant physical relaxation while subduing both anxiety and stress. ",44%,23%,36%,0%,32%,13%,3%,3%,0%,3%,18%,18%,12%,13%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,15%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
J1,,Hybrid,17%,Terpinolene,"J1, or Jack One, is a high-end hybrid strain that is gaining widespread popularity. J1 is a cross between two famous sativas, Skunk #1 and Jack Herer, and is best known for its strong, uplifting, clear-headed buzz that allows for mobility. The flowers are emerald green and frosty with a sweet aroma resembling the unmistakable Jack Herer pungency. This strain’s seemingly only flaw is the top-shelf price that tends to come with its exceptional quality.",0%,60%,52%,57%,0%,22%,15%,7%,6%,4%,36%,20%,32%,28%,0%,0%,0%,0%,0%,43%,51%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Crazy Glue,,Hybrid,21%,Caryophyllene,"Crazy Glue is a great all-around experience. Like a multi-tool, this strain is great in many situations without being overpowering in any one direction. Often referred to as a social high, it is going to relax you without slowing you down, and it's been said to offer a creative spark. This is a potent strain with low anxiety, making it great for most tolerance levels. A cross between Original Glue and Super Silver Chemdawg Haze, Crazy Glue smashes together two very different flavor profiles without yielding to either. You are going to get a complex smattering of spice, pepper, pine, sweetness, and earth. People who like to smell their cannabis before they smoke it will especially appreciate all the different aromas of Crazy Glue before partaking. ",72%,45%,0%,0%,45%,0%,9%,9%,0%,0%,9%,0%,9%,9%,9%,0%,18%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
