name,img_url,type,thc_level,most_common_terpene,description,relaxed,happy,euphoric,uplifted,sleepy,dry_mouth,dry_eyes,dizzy,paranoid,anxious,stress,pain,depression,anxiety,insomnia,hungry,talkative,headache,ptsd,creative,energetic,fatigue,focused,giggly,lack_of_appetite,nausea,headaches,bipolar_disorder,cancer,tingly,cramps,aroused,gastrointestinal_disorder,inflammation,muscle_spasms,eye_pressure,migraines,asthma,anorexia,arthritis,add/adhd,muscular_dystrophy,hypertension,glaucoma,pms,seizures,spasticity,spinal_cord_injury,fibromyalgia,crohn's_disease,phantom_limb_pain,epilepsy,multiple_sclerosis,parkinson's,tourette's_syndrome,alzheimer's,hiv/aids,tinnitus,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content
24k Gold,,Hybrid,20%,Limonene,"24k Gold is a hybrid marijuana strain made by crossing Kosher Kush with Tangie. This strain provides euphoric and relaxing effects that are long-lasting. 24k Gold offers a sweet critrus flavor when smoked or vaped. Growers say this strain has dark colored buds like its parent, Kosher Kush.",61%,55%,41%,44%,0%,23%,11%,5%,0%,2%,27%,18%,24%,24%,0%,0%,0%,2%,13%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.003,0.0,0.001,0.0,0.0,0.075,0.001,0.007,0.0,0.074,0.045,0.0,0.192,1.583,,0.091,0.493,0.0,0.0,,0.43,0.0,24.35,0.0,0.0,0.09,0.0,0.0,0.0,0.5,0.18,0.0,
Super Sour Diesel,,Sativa,22%,Limonene,"Super Sour Diesel is a sativa marijuana strain made by crossing Super Silver Haze with Sour Diesel. This strain provides effects that knock out stress and pain while fostering creativity and euphoria. Super Sour Diesel is energizing, which makes it great for daytime use or socializing. This strain is very potent, which means it should be reserved for those with a high THC tolerance, as Super Sour Diesel is known to produce strong cerebral effects that may overpower a novice smoker. Super Sour Diesel is pungent and tastes like fuel when smoked. ",0%,49%,53%,48%,0%,29%,18%,6%,7%,5%,35%,20%,23%,24%,0%,0%,0%,0%,0%,41%,42%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.027,0.009,0.0,0.04,0.0,0.0,0.0,0.0,0.042,0.017,0.141,0.089,0.0,0.382,0.312,,0.123,0.655,0.0,0.0,,0.7,0.01,21.7,0.03,0.0,0.05,0.0,0.0,0.0,0.46,0.11,0.02,
The White,https://images.leafly.com/flower-images/DlI3zy6KSYyvONnipUnS_THE%20WHITE-330-edited.jpg,Hybrid,21%,Caryophyllene,"The White is a potent hybrid marijuana strain known for having a distinct lack of odor or flavor. The White gives off a high that is usually described as providing equal body and head sensations. This mysterious strain—originally called “Triangle” and supposedly from somewhere in Florida—is aptly named. The White is covered with so many white trichomes that buds look like they were rolled in confectioner’s sugar. While it looks much like an OG in structure and certainly has the potency associated with the best OG Kush cuts, it has little of the smell or flavor found in those West Coast favorites. Those who do not enjoy the flavor and aroma of cannabis opt for this strain over more pungent varieties. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia.",63%,53%,52%,37%,34%,25%,11%,12%,5%,5%,35%,33%,22%,30%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.006,0.006,0.0,0.0,0.002,0.0,0.027,0.0,0.005,0.044,0.073,0.025,0.0,0.24,0.414,,0.047,0.186,0.0,0.0,,0.61,0.03,19.6,0.01,0.0,0.07,0.0,0.0,0.0,0.52,0.05,0.0,
Member Berry,,Hybrid,19%,Myrcene,Member Berry is a hybrid marijuana strain made by crossing Skunkberry with Mandarin Sunset. Member Berry produces a long-lasting high with happy and euphoric effects. This strain features an aroma that smells tart and fruity. Growers say this strain comes in dense green buds that are beautiful to behold. Member Berry is ideal for daytime use as it will keep you floating through your day with ease.,62%,54%,50%,39%,0%,18%,8%,1%,0%,1%,23%,16%,22%,19%,0%,0%,0%,0%,14%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.026,0.0,0.001,0.0,0.0,0.076,0.001,0.003,0.094,0.141,0.028,0.0,0.402,0.107,,0.05,0.322,0.001,0.0,,0.37,0.0,19.08,0.0,0.0,0.03,0.0,0.0,0.0,0.09,0.18,0.0,
Orange Crush,https://images.leafly.com/flower-images/orange-crush.jpg,Hybrid,18%,Myrcene,Orange Crush is a hybrid marijuana strain made by crossing California Orange and Blueberry. This strain produces powerful cerebral effects that are uplifting. Orange Crush offers a super sweet and tangy flavor profile. Growers say this strain has a flowering time of 7-9 weeks.,37%,63%,49%,50%,0%,29%,17%,7%,6%,0%,43%,22%,30%,30%,0%,0%,0%,4%,0%,0%,37%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.029,0.0,0.002,0.001,0.0,0.052,0.043,0.006,0.099,0.137,0.228,0.0,0.426,1.175,,0.121,0.272,0.0,0.0,,0.63,0.0,15.12,0.02,0.0,0.04,0.0,0.0,0.0,0.09,0.07,0.0,
Blue Zkittlez,,Indica,15%,Pinene,"Blue Zkittlez is an indica marijuana strain made by crossing Blue Diamond with Zkittlez. This odoriferous flower offers a terpene profile of tart citrus, sweet earth, and wildflowers. The effects of Blue Zkittlez are mellow and moderately sedating, stimulating appetite while weighing heavy on the limbs. This strain offers a combination of strong physical effects and uplifting mental high which make it a perfect end-of-the-day strain and a nice match for folks contending with stress, restlessness, and pain.",59%,45%,28%,27%,0%,16%,8%,4%,0%,2%,23%,19%,23%,23%,0%,28%,0%,1%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.028,0.0,0.0,0.0,0.016,0.276,0.0,0.044,0.567,,0.108,0.037,0.0,0.0,,0.26,0.11,12.49,0.01,0.0,0.08,0.0,0.0,0.0,0.18,0.03,0.0,
XJ-13,,Hybrid,17%,Terpinolene,"XJ-13 is a hybrid marijuana strain made by crossing Jack Herer and G13 Haze. This strain is cherished for its therapeutic potency and enjoyable euphoric buzz. The effects of XJ-13 produce unencumbered cerebral effects that are perfect for stimulating creativity and conversation. As if we needed another reason to love this strain, XJ-13 consistently exhibits a strong citrus aroma accented by notes of earthy pine. Novice consumers looking for an easy, paranoia-free experience can depend on XJ-13 as a surefire way to relieve stress and mood-related symptoms.",0%,59%,50%,52%,0%,23%,13%,4%,6%,4%,37%,18%,28%,27%,0%,0%,0%,0%,0%,41%,42%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.034,0.0,0.009,0.005,0.0,0.0,0.005,0.009,0.098,0.786,0.007,0.076,0.064,0.027,0.201,0.141,,0.092,0.089,0.015,0.0,,0.76,0.0,20.8,0.0,0.0,0.06,0.0,0.0,0.0,1.52,0.21,0.0,
Guava,,Sativa,19%,Caryophyllene,"A sativa-leaning hybrid from the Cookies Fam, Guava is a Gelato phenotype. Noted for its fruity and gassy aroma and flavor, this strain is great for anyone with a sweet tooth. Guava was selected and celebrated as a good strain to start the day with, so next time you have a busy Saturday, grab this strain to make it through.",23%,38%,0%,38%,0%,0%,0%,0%,0%,0%,23%,0%,0%,15%,0%,0%,23%,0%,0%,0%,0%,7%,23%,0%,0%,15%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.013,0.008,0.003,0.0,0.0,0.0,0.134,0.025,0.006,0.057,0.099,0.063,0.0,0.358,0.056,,0.091,0.445,0.0,0.0,,2.06,0.0,21.06,0.0,0.0,0.06,0.0,0.0,0.0,0.46,0.1,0.04,
Lemon Meringue,https://images.leafly.com/flower-images/lemon-meringue.jpg,Sativa,21%,Terpinolene,"Lemon Meringue by Exotic Genetix is a sweet, zestful cross of Lemon Skunk and Cookies and Cream. This pungent combo emits a variety of aromas including citrus, diesel, and nuttiness, but at the center of this bouquet is a tart slice of lemon meringue pie. Lemon Meringue offers uplifting mental effects and invigorating energy that encourages physical activity. This strain’s subtle motivational qualities and pleasant euphoria make it a go-to for folks combating fatigue, depression, and minor headaches.    ",0%,55%,0%,53%,0%,8%,7%,2%,0%,3%,24%,0%,24%,18%,0%,0%,0%,2%,0%,42%,44%,15%,33%,0%,0%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.014,0.007,0.0,0.0,0.053,0.0,0.197,0.0,0.033,0.002,0.065,0.045,0.0,0.141,1.24,,0.083,0.256,0.0,0.0,,0.3,0.0,33.37,0.0,0.0,0.08,0.0,0.0,0.0,0.74,0.16,0.0,
Blueberry Kush,,Indica,18%,Myrcene,"Blueberry Kush is an indica marijuana strain made by crossing Blueberry and OG Kush. This strain produces effects that slowly brings on a heavy body sensation, helping consumers forget their stress and relax. Blueberry Kush is a popular choice for evening use, as its dreamy effects will float you into a deep sleep. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia and stress.",58%,48%,43%,33%,43%,35%,19%,8%,6%,0%,40%,34%,19%,30%,27%,0%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.017,0.005,0.0,0.0,0.014,0.0,0.062,0.0,0.007,0.05,0.064,0.926,0.0,0.177,0.57,,0.364,0.239,0.0,0.0,,0.35,0.0,23.27,0.0,0.0,0.06,0.0,0.0,0.0,0.27,0.06,0.0,
OG #18,,Hybrid,21%,Limonene,"OG #18 is a hybrid marijuana strain and a phenotype of OG Kush. This strain, sometimes called Private Reserve OG, produces long-lasting sedative effects and pairs well with leasure and relaxation. OG #18 has a distinct diesel kush flavor with sour undertones. This strain was a High Times Cannabis Cup winner in 09' and 10'. Growers say OG #18 has an indoor flowering time of 9 weeks.",67%,49%,47%,27%,27%,19%,11%,3%,0%,2%,31%,29%,22%,25%,22%,0%,0%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.272,0.0,0.0,0.012,0.055,0.035,0.0,0.126,0.246,,0.074,0.439,0.0,0.0,,,,,,,,,,,,,,
Cookie Dawg,,Hybrid,23%,Myrcene,"Cookie Dawg is a combination of two great flavors—GSC and the legendary strain Chemdog (aka Chemdawg). Cookie Dawg is an indica-dominant cultivar that's high in THC, producing intense relaxation in some consumers, followed by sedation and appetite; it’s for veteran tokers. Cookie Dawg has a complex, savory aroma combining the complex sweet, toasted smell and taste of Cookies, with the biting, chemical pineyness of Chemdog. This scrumptious strain is savory, with a chemmy fuel finish. Many growers have sought to combine the much-hyped Cookies and Chemdog, so look out for name variants like Dawg Cookie, and Dog Cookies, as well as offspring like Lemon Dog Cookies, Purple Cookie Dawg, and Watermelon Cookie Dawg. Woof!",55%,50%,55%,0%,44%,27%,22%,22%,5%,0%,22%,11%,16%,0%,16%,38%,0%,0%,0%,0%,0%,0%,0%,0%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.012,0.0,0.0,0.0,0.0,0.034,0.0,0.002,0.079,0.145,0.024,0.0,0.365,0.608,,0.048,0.202,0.0,0.0,,0.49,0.0,22.35,0.0,0.0,0.06,0.0,0.0,0.04,1.02,0.1,0.0,
Mango,,Indica,17%,Pinene,"Mango is an indica marijuana strain made by crossing KC 33 with Afghani. This strain produces euphoric and uplifting effects that are sure to boost your mood. Mango is known to be a creeper strain, meaning that the effects come on slowly. This strain smells and tastes like its namesake, a bright juicy mango. Growers say this Mango comes in large buds that are the size of a softball and takes 9-11 weeks to flower.",55%,55%,43%,30%,0%,34%,20%,6%,5%,0%,40%,29%,23%,30%,18%,34%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.005,0.008,0.0,0.0,0.0,0.0,0.053,0.204,0.002,0.08,0.089,0.088,0.0,0.235,0.464,,0.054,0.097,0.0,0.0,,0.73,0.0,18.66,0.0,0.0,0.06,0.0,0.0,0.0,1.58,0.13,0.0,
Grapefruit,,Sativa,16%,Myrcene,"Grapefruit is a potent sativa marijuana strain made through a cross of Cinderella 99. The effects of Grapefruit are energizing and produce feelings of happiness. This strain features a tropical flavor profile and citrus aroma. Medical marijuana patients choose Grapefruit to help relieve symptoms associated with stress, anxiety and migraines.",0%,63%,42%,56%,0%,25%,15%,5%,5%,0%,33%,19%,28%,23%,0%,0%,0%,4%,0%,0%,50%,15%,35%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.0,0.04,0.66,0.0,0.148,1.252,,0.315,0.095,0.0,0.0,,1.7,0.0,16.09,0.0,0.0,0.05,0.0,0.0,0.0,0.17,0.04,0.03,
White Buffalo,,Sativa,19%,Caryophyllene,"White Buffalo is a sativa marijuana strain made by crossing Romulan with Blackberry Kush and Bay 11. White Buffalo provides a powerful blast of effects that are uplifting, active and euphoric. This strain is a cherished rarity that is hard to find in most dispensaries. The flavor or White Buffalo is sweet and sour. Growers say these buds are covered in a snowy white coating of crystal trichomes.",44%,54%,57%,55%,0%,18%,10%,3%,0%,7%,25%,13%,22%,22%,0%,0%,0%,2%,0%,0%,46%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.02,0.0,0.0,0.0,0.0,0.088,0.0,0.0,0.048,0.107,0.03,0.0,0.409,0.23,,0.06,0.198,0.0,0.0,,0.38,0.0,18.02,0.0,0.0,0.04,0.0,0.0,0.0,1.07,0.04,0.01,
Pineapple,,Hybrid,17%,Myrcene,"Pineapple, also known as Pineapple OG, is a hybrid marijuana strain developed by a phenotype of Ed Rosenthal’s Super Bud (ERSB). Pineapple provides stress relief and is known to leave consumers feeling uplifted and relaxed. This strain features intense tropical flavors with undertones of pineapple and diesel. ",38%,59%,47%,44%,0%,28%,17%,7%,6%,0%,41%,25%,28%,32%,13%,0%,0%,6%,0%,0%,27%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.048,0.0,0.0,0.012,0.0,0.211,0.024,0.053,0.04,0.6,0.01,0.0,1.301,0.06,,0.013,0.073,0.0,0.0,,0.91,0.05,85.77,0.04,0.0,0.16,0.0,0.0,0.0,1.02,0.14,0.0,
Cannatonic,https://images.leafly.com/flower-images/cannatonic.png,Hybrid,9%,Myrcene,"Cannatonic is a mostly CBD marijuana strain made by crossing MK Ultra and G13 Haze. This strain produces a relatively short-lived, mellow high that is also uplifting and powerfully relaxing. Medical marijuana patients choose Cannatonic to treat pain, muscle spasms, anxiety and migraines. This strain has a slightly earthy odor with a sweet citrus flavor.",68%,42%,23%,36%,0%,18%,8%,3%,0%,4%,41%,45%,26%,38%,0%,0%,0%,3%,0%,0%,0%,0%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,24%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.003,0.005,0.001,0.001,0.05,0.0,0.065,0.0,0.005,0.035,0.048,0.142,0.0,0.166,0.818,,0.06,0.104,0.002,0.0,,1.02,0.0,6.29,0.0,0.0,16.86,0.7,0.0,0.04,0.63,0.19,0.07,
Mango Haze,https://images.leafly.com/flower-images/zT6M2MASsyZK8U9tZ9JA_MANGO%20HAZE-251-edited.jpg,Sativa,18%,Myrcene,"Mango Haze is a sativa marijuana strain made by crossing Northern Lights #5, Skunk, and Haze. Mango Haze produces uplifting and happy effects that will put you into a cerebral mood. This strain features a mango aroma and flavor that consumers love. Medical marijuana patients choose this strain to help relieve symptoms associated with depression. Growers say Mango Haze has a flowering time of 66 days.",48%,59%,46%,51%,0%,25%,13%,7%,0%,6%,30%,22%,23%,20%,0%,0%,0%,3%,0%,0%,36%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.035,0.361,0.0,0.101,0.643,,0.144,0.075,0.0,0.0,,0.29,0.15,20.2,0.0,0.0,0.08,0.0,0.0,0.02,0.2,0.04,0.0,
Lemon Diesel,,Hybrid,16%,Myrcene,"Lemon Diesel is a hybrid marijuana strain made by crossing California Sour with Lost Coast OG. This strain produces effects that are relaxing but still allow you to be focused and coherent. Some say Lemon Diesel is a creeper strain, meaning that the high comes on slower than you might expect. This strain offers a delicious flavor that is fruity and sweet with hints of citrus and pepper. Growers say Lemon Diesel has a flowering time of 9-10 weeks. This strain placed in the top 10 at the Emerald Cannabis Cup in 2010. ",43%,57%,54%,50%,0%,30%,18%,6%,5%,3%,37%,19%,27%,29%,0%,0%,0%,0%,0%,0%,33%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.076,0.0,0.0,0.306,0.0,0.061,0.0,0.0,0.711,0.441,0.0,0.0,1.507,0.045,,0.022,0.203,0.0,0.0,,4.49,0.03,74.15,0.0,0.0,0.15,0.0,0.0,0.0,2.31,0.25,0.09,
Jack Frost,,Hybrid,17%,Terpinolene,"Jack Frost is a potent hybrid marijuana strain made by crossing White Widow with Northern Lights #5. This festive strain will make you feel happy, creative and energized. Jack Frost has a flavor profile featuring sweet and woody scents with just a hint of lemon. Medical marijuana patients choose this strain to help relieve symptoms associated with PTSD, stress, and depression.",45%,61%,65%,55%,0%,31%,21%,8%,10%,0%,39%,22%,31%,29%,0%,0%,0%,5%,0%,39%,0%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,1.044,0.015,0.149,0.282,0.036,0.009,0.141,0.176,1.155,24.326,0.056,4.674,1.766,1.061,11.855,1.557,,3.014,2.457,0.871,0.135,,,,,,,,,,,,,,
Legend OG,,Indica,22%,Limonene,"Legend OG is an indica marijuana strain made by crossing OG Kush with an unknown strain. This strain produces relaxing effects that elevate the mind while soothing aches and pains throughout the body. Legend OG's sleepy qualities make it an ideal strain to enjoy before bedtime. Medical marijuana patients choose this strain for treating symptoms related to insomnia and stress. Legend OG has a tart, floral aroma and a pungent flavor.",66%,34%,31%,0%,43%,12%,7%,7%,3%,1%,28%,28%,22%,21%,27%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.011,0.01,0.0,0.008,0.0,0.0,0.116,0.0,0.013,0.0,0.124,0.037,0.0,0.4,0.568,,0.078,0.333,0.0,0.0,,0.93,0.0,20.43,0.0,0.0,0.01,0.0,0.0,0.0,0.75,0.12,0.0,
Pre-98 Bubba Kush,,Indica,16%,Caryophyllene,"Born in the days of grunge, The Spice Girls, and Y2K, Pre-98 Bubba Kush is a blast from the past. This strain provides consumers with a consistent heavy body sensation, making it a favorite for more than a decade. Pre-98 Bubba Kush is great for those looking for pain relief without feeling overwhelmed or incapacitated. Flowering at around 10 weeks, P-98 features a pungent, musky scent and coffee-like taste. This oldie but goodie might be just the thing when you’re looking to relax and unwind at the end of a long day.",67%,50%,42%,0%,46%,25%,11%,4%,2%,0%,34%,39%,22%,30%,33%,27%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.007,0.008,0.0,0.0,0.0,0.0,0.08,0.0,0.009,0.0,0.056,0.016,0.0,0.133,0.094,,0.028,0.108,0.0,0.0,,2.75,0.0,12.37,0.03,0.03,0.04,0.0,0.0,0.0,0.37,0.05,0.04,
SFV OG Kush,,Indica,17%,Myrcene,SFV OG Kush is an indica marijuana strain made by crossing SFV OG with OG Kush. The result is a heavy-handed indica known for its sedating and relaxing effects. SFV OG Kush is pungent and commonly described as smelling like lemon scented cleaner mixed with pine. Medical marijuana patients choose this strain for its ability to relieve symptoms assocated with chronic pain.,74%,46%,59%,0%,43%,24%,11%,3%,2%,0%,40%,42%,25%,28%,29%,29%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.0,0.142,0.033,0.0,0.471,1.175,,0.067,0.371,0.0,0.0,,1.95,0.0,19.87,0.0,0.0,0.02,0.0,0.0,0.0,0.63,0.09,0.01,
Black Domina,,Indica,18%,Caryophyllene,"Black Domina is an indica marijuana strain made by crossing Northern Lights, Ortega, Hash Plant, and Afghani. This melting pot of a strain delivers effects that are relaxing and sedating. Black Domina features a spicy pepper aroma and flavor. Medical marijuana patients choose this strain to help relieve symptoms associated with insomnia. Growers say Black Dominan has a rapid flowering time and produces buds that are coated in trichome crystals.",60%,48%,45%,0%,54%,35%,19%,10%,4%,0%,41%,36%,18%,31%,33%,33%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.01,0.012,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.045,0.155,0.0,0.143,0.464,,0.087,0.085,0.0,0.0,,0.36,0.0,21.3,0.0,0.0,0.05,0.0,0.0,0.0,0.92,0.1,0.0,
Deadhead OG,,Hybrid,20%,Caryophyllene,"Deadhead OG is an indica-dominant hybrid marijuana strain made by crossing Chemdog 91 with SFV OG Kush. This strain, sometimes simpy referred to as ""Dead Head"", is beloved by experienced cannabis consumers for its high potency and reliability to produce a long-lasting body high. The effects are cerebral, physically stimulating and mentally relaxing. Those who are new to cannabis or have a low THC tolerance should use caution with DeadHead OG. This strain pairs best with lazy activities, like watching TV or playing video games. Consumers say Deadhead OG tastes hearty, with notes of pine and earth. According to growers, this strain has an average flowering time of 63 days.",53%,55%,52%,44%,0%,34%,21%,7%,5%,6%,44%,34%,34%,32%,22%,0%,0%,0%,0%,32%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.009,0.005,0.0,0.0,0.048,0.006,0.057,0.002,0.008,0.017,0.095,0.347,0.0,0.204,1.667,,0.184,0.199,0.0,0.0,,0.76,0.0,23.43,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.05,,
Gelato 45,,Hybrid,21%,Caryophyllene,Gelato 45 is a hybrid marijuana strain made by crossing Girl Scout Cookies and Sherbet. Gelato 45 has a sweet flavor profile with subtle hints of earthy pine. Gelato 45 is a fan favorite because of its mood-boosting abilities that pair great with social activities. Those who smoke this strain often say it tends to bring on fits of the giggles. Growers say Gelato 45 buds are marked by a dusting of trichomes and colors that are dark green and occassionally blue. Medical marijuana patients choose Gelato 45 for relieving symptoms related to depression and anxiety.,75%,0%,50%,25%,0%,25%,25%,25%,0%,25%,0%,0%,0%,0%,0%,25%,25%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,0.0,0.012,0.006,0.0,0.008,0.0,0.0,0.212,0.008,0.003,0.0,0.039,0.043,0.0,0.127,0.096,,0.075,0.353,0.0,0.0,,1.16,0.0,25.53,0.0,0.0,0.06,0.0,0.0,0.0,0.76,0.15,0.03,
